 Format                 IAGA-2002                                    |
 Source of Data         Geological Survey of Canada (GSC)            |
 Station Name           St Johns                                     |
 IAGA CODE              STJ                                          |
 Geodetic Latitude      47.595                                       |
 Geodetic Longitude     307.323                                      |
 Elevation              100                                          |
 Reported               XYZF                                         |
 Sensor Orientation     XYZF                                         |
 Digital Sampling       1.0 seconds                                  |
 Data Interval Type     Average 1-Minute (00:30-01:29)               |
 Data Type              Definitive                                   |
 #                                                                   |
 # CONDITIONS OF USE: The use of this data in publications           |
 # is conditional on an acknowledgement of the form:                 |
 # The results presented in this paper rely on the data collected at |
 # St Johns.  We thank the Geological Survey of Canada for           |
 # supporting its operation.                                         |
 #                                                                   |
DATE       TIME         DOY     STJX      STJY      STJZ      STJF   | 
1989-03-13 03:09:00.000 072     17128.00  -7395.00  49250.00  52665.80
1989-03-13 03:10:00.000 072     17128.00  -7395.00  49249.00  52664.90
1989-03-13 03:11:00.000 072     17127.00  -7393.00  49245.00  52661.00
1989-03-13 03:12:00.000 072     17118.00  -7387.00  49225.00  52638.10
1989-03-13 03:13:00.000 072     17096.00  -7380.00  49194.00  52600.90
1989-03-13 03:14:00.000 072     17069.00  -7371.00  49156.00  52555.40
1989-03-13 03:15:00.000 072     17026.00  -7353.00  49101.00  52487.40
1989-03-13 03:16:00.000 072     17011.00  -7349.00  49097.00  52478.30
1989-03-13 03:17:00.000 072     17009.00  -7354.00  49121.00  52500.80
1989-03-13 03:18:00.000 072     17006.00  -7356.00  49139.00  52516.90
1989-03-13 03:19:00.000 072     17006.00  -7360.00  49154.00  52531.50
1989-03-13 03:20:00.000 072     16978.00  -7356.00  49152.00  52520.00
1989-03-13 03:21:00.000 072     16990.00  -7364.00  49199.00  52569.00
1989-03-13 03:22:00.000 072     16955.00  -7347.00  49191.00  52547.80
1989-03-13 03:23:00.000 072     16955.00  -7343.00  49207.00  52563.10
1989-03-13 03:24:00.000 072     16934.00  -7333.00  49200.00  52548.40
1989-03-13 03:25:00.000 072     16938.00  -7338.00  49213.00  52562.60
1989-03-13 03:26:00.000 072     16959.00  -7350.00  49249.00  52604.70
1989-03-13 03:27:00.000 072     16967.00  -7350.00  49272.00  52628.10
1989-03-13 03:28:00.000 072     16963.00  -7349.00  49282.00  52635.80
1989-03-13 03:29:00.000 072     16951.00  -7341.00  49273.00  52622.40
1989-03-13 03:30:00.000 072     16941.00  -7337.00  49267.00  52614.00
1989-03-13 03:31:00.000 072     16950.00  -7339.00  49269.00  52618.10
1989-03-13 03:32:00.000 072     16942.00  -7335.00  49267.00  52613.90
1989-03-13 03:33:00.000 072     16935.00  -7331.00  49260.00  52603.80
1989-03-13 03:34:00.000 072     16917.00  -7327.00  49252.00  52589.00
1989-03-13 03:35:00.000 072     16905.00  -7320.00  49250.00  52582.90
1989-03-13 03:36:00.000 072     16900.00  -7314.00  49254.00  52584.20
1989-03-13 03:37:00.000 072     16890.00  -7312.00  49261.00  52588.50
1989-03-13 03:38:00.000 072     16879.00  -7302.00  49263.00  52584.10
1989-03-13 03:39:00.000 072     16856.00  -7294.00  49262.00  52576.00
1989-03-13 03:40:00.000 072     16858.00  -7302.00  49272.00  52587.00
1989-03-13 03:41:00.000 072     16842.00  -7301.00  49283.00  52591.20
1989-03-13 03:42:00.000 072     16806.00  -7289.00  49262.00  52559.20
1989-03-13 03:43:00.000 072     16734.00  -7257.00  49248.00  52517.30
1989-03-13 03:44:00.000 072     16655.00  -7254.00  49271.00  52514.30
1989-03-13 03:45:00.000 072     16697.00  -7306.00  49324.00  52584.60
1989-03-13 03:46:00.000 072     16664.00  -7313.00  49336.00  52586.80
1989-03-13 03:47:00.000 072     16660.00  -7341.00  49317.00  52571.20
1989-03-13 03:48:00.000 072     16678.00  -7350.00  49240.00  52505.90
1989-03-13 03:49:00.000 072     16673.00  -7304.00  49164.00  52426.60
1989-03-13 03:50:00.000 072     16607.00  -7243.00  49226.00  52455.10
1989-03-13 03:51:00.000 072     16583.00  -7250.00  49277.00  52496.40
1989-03-13 03:52:00.000 072     16576.00  -7250.00  49282.00  52498.90
1989-03-13 03:53:00.000 072     16559.00  -7262.00  49276.00  52489.50
1989-03-13 03:54:00.000 072     16546.00  -7293.00  49281.00  52494.40
1989-03-13 03:55:00.000 072     16550.00  -7336.00  49297.00  52516.70
1989-03-13 03:56:00.000 072     16583.00  -7376.00  49274.00  52511.10
1989-03-13 03:57:00.000 072     16633.00  -7399.00  49243.00  52501.10
1989-03-13 03:58:00.000 072     16710.00  -7427.00  49201.00  52490.40
1989-03-13 03:59:00.000 072     16788.00  -7428.00  49156.00  52472.40
1989-03-13 04:00:00.000 072     16849.00  -7424.00  49105.00  52444.50
1989-03-13 04:01:00.000 072     16900.00  -7405.00  49066.00  52421.70
1989-03-13 04:02:00.000 072     16901.00  -7390.00  49026.00  52382.50
1989-03-13 04:03:00.000 072     16912.00  -7388.00  49011.00  52371.70
1989-03-13 04:04:00.000 072     16915.00  -7383.00  48988.00  52350.50
1989-03-13 04:05:00.000 072     16919.00  -7380.00  48960.00  52325.10
1989-03-13 04:06:00.000 072     16918.00  -7366.00  48937.00  52301.30
1989-03-13 04:07:00.000 072     16921.00  -7358.00  48924.00  52289.00
1989-03-13 04:08:00.000 072     16925.00  -7365.00  48950.00  52315.60
1989-03-13 04:09:00.000 072     16917.00  -7366.00  48963.00  52325.30
1989-03-13 04:10:00.000 072     16914.00  -7368.00  48955.00  52317.10
1989-03-13 04:11:00.000 072     16931.00  -7382.00  48993.00  52360.20
1989-03-13 04:12:00.000 072     16943.00  -7402.00  49038.00  52409.00
1989-03-13 04:13:00.000 072     16932.00  -7412.00  49034.00  52403.10
1989-03-13 04:14:00.000 072     16922.00  -7416.00  49009.00  52377.00
1989-03-13 04:15:00.000 072     16924.00  -7428.00  49024.00  52393.40
1989-03-13 04:16:00.000 072     16927.00  -7437.00  49031.00  52402.20
1989-03-13 04:17:00.000 072     16927.00  -7434.00  49021.00  52392.40
1989-03-13 04:18:00.000 072     16937.00  -7444.00  49039.00  52413.90
1989-03-13 04:19:00.000 072     16944.00  -7445.00  49055.00  52431.30
1989-03-13 04:20:00.000 072     16959.00  -7446.00  49071.00  52451.40
1989-03-13 04:21:00.000 072     16961.00  -7447.00  49089.00  52469.00
1989-03-13 04:22:00.000 072     16959.00  -7452.00  49105.00  52484.00
1989-03-13 04:23:00.000 072     16960.00  -7460.00  49115.00  52494.80
1989-03-13 04:24:00.000 072     16978.00  -7463.00  49130.00  52515.10
1989-03-13 04:25:00.000 072     16981.00  -7461.00  49136.00  52522.40
1989-03-13 04:26:00.000 072     16985.00  -7465.00  49141.00  52527.90
1989-03-13 04:27:00.000 072     16992.00  -7473.00  49167.00  52555.70
1989-03-13 04:28:00.000 072     16994.00  -7473.00  49188.00  52576.00
1989-03-13 04:29:00.000 072     17014.00  -7476.00  49208.00  52601.60
1989-03-13 04:30:00.000 072     17016.00  -7477.00  49227.00  52620.10
1989-03-13 04:31:00.000 072     17008.00  -7468.00  49228.00  52617.20
1989-03-13 04:32:00.000 072     17007.00  -7462.00  49232.00  52619.70
1989-03-13 04:33:00.000 072     17008.00  -7459.00  49243.00  52629.90
1989-03-13 04:34:00.000 072     17008.00  -7451.00  49233.00  52619.40
